CustomerID,order_count,total_quantity,total_spend,avg_unit_price,avg_basket_size,active_months,shopping_hour_mean,weekend_purchase_ratio,dominant_country,customer_lifespan_days,recency_days,scaled_order_count,scaled_total_quantity,scaled_total_spend,scaled_avg_unit_price,scaled_avg_basket_size,scaled_active_months,scaled_shopping_hour_mean,scaled_weekend_purchase_ratio,scaled_customer_lifespan_days,scaled_recency_days,pca_1,pca_2,pca_3,spend_segment,frequency_segment,recency_segment,cluster
12346,1,74215,77183.6,1.04,74215.0,1,10.0,0.0,United Kingdom,0,325,-0.4250965025587132,14.4808251006238,8.363010369638731,-0.1002838925894164,61.63879715565492,-0.7771653688605112,-1.343026798649016,-0.4723229046968686,-0.9880647720874756,2.3345741373435525,13.19851004610586,37.76220852434778,5.052572337283344,High,Rare,Dormant,2
12347,7,2458,4310.0,2.644010989010989,13.505494505494504,6,12.192307692307692,0.0,Iceland,365,1,0.3544167966239123,0.2519027994870381,0.2516989046390164,-0.053398176994387,-0.0262404420588073,1.210420629321836,-0.1957251586992003,-0.4723229046968686,1.7765770783561583,-0.9053403195403356,1.8845058074857768,-1.166236742163482,-0.5582817798912694,High,Frequent,Fresh,1
12348,4,2341,1797.24,5.764838709677419,75.51612903225806,4,15.225806451612904,0.0967741935483871,Finland,282,74,-0.0353398529674004,0.2287024997360312,-0.0279878268631006,0.037824540265468,0.025293400150635,0.4153862300488971,1.391797484015741,-0.1261386595569298,1.1479050959265102,-0.1753595931436572,0.7277897036767624,-0.622355333440666,0.8231986391132383,High,Regular,Active,1
12349,1,631,1757.55,8.289041095890411,8.643835616438356,1,9.0,0.0,Italy,0,18,-0.4250965025587132,-0.1103788043171463,-0.0324055851740094,0.1116077225473109,-0.0302807161823791,-0.7771653688605112,-1.866357371257704,-0.4723229046968686,-0.9880647720874756,-0.7353448079137119,-0.7517442859432109,0.4250347848819836,-1.5075810982450768,High,Rare,Fresh,0
12350,1,197,334.4,3.841176470588235,11.588235294117649,1,16.0,0.0,Norway,0,309,-0.4250965025587132,-0.1964380358721633,-0.190811549904918,-0.0184046759062018,-0.0278337773702054,-0.7771653688605112,1.7969566370031118,-0.4723229046968686,-0.9880647720874756,2.174578361694965,-1.7366497730705326,1.2522212444146716,0.8924718774083511,Low,Rare,Dormant,0
12352,8,536,2506.04,15.93070588235294,6.305882352941176,4,14.03529411764706,0.0,Norway,260,35,0.4843356798210166,-0.1292166545423228,0.0509062797323165,0.3349758442779149,-0.0322236686371248,0.4153862300488971,0.7687659825836896,-0.4723229046968686,0.981269148776483,-0.5653492962870882,0.8991084184910275,-0.7824529688250647,0.1431543708893856,High,Frequent,Active,1
12353,1,20,89.0,6.074999999999999,5.0,1,17.0,0.0,Bahrain,0,203,-0.4250965025587132,-0.2315359252390711,-0.2181261855687377,0.0468906465117964,-0.0333089201530002,-0.7771653688605112,2.3202872096118,-0.4723229046968686,-0.9880647720874756,1.114606348023076,-1.4897778732417162,0.7669920543011375,1.3098094651432748,Low,Rare,Dormant,0
12354,1,530,1079.4,4.5037931034482765,9.137931034482758,1,13.0,0.0,Spain,0,231,-0.4250965025587132,-0.1304064135039129,-0.1078881449760441,0.0009638042411614,-0.0298700989470576,-0.7771653688605112,0.2269649191770479,-0.4723229046968686,-0.9880647720874756,1.3945989554081033,-1.4226450270381357,1.1029737096739471,-0.1572844039580245,Medium,Rare,Dormant,0
12355,1,240,459.4,4.203846153846154,18.46153846153846,1,13.0,0.0,Bahrain,0,213,-0.4250965025587132,-0.1879114299807676,-0.1768982269302747,-0.0078037338050166,-0.0221217293708473,-0.7771653688605112,0.2269649191770479,-0.4723229046968686,-0.9880647720874756,1.2146037078034428,-1.4253870462989455,0.9770398251542816,-0.1556988557773484,Medium,Rare,Dormant,0
12356,3,1591,2811.43,3.201186440677966,26.966101694915253,3,10.033898305084746,0.0,Portugal,302,22,-0.1652587361645046,0.0799826295372691,0.084898197358127,-0.0371117737575256,-0.0150540252089119,0.0178690304124276,-1.325286779238552,-0.4723229046968686,1.2993923206083533,-0.6953458640015652,0.744340541577905,-0.6097068764041914,-1.2843719410279888,High,Regular,Fresh,1
12357,1,2708,6207.67,3.3486259541984733,20.67175572519084,1,16.0,1.0,Switzerland,0,32,-0.4250965025587132,0.3014760895532922,0.4629220695133468,-0.0328020731720861,-0.0202849317218168,-0.7771653688605112,1.7969566370031118,3.104914295082499,-0.9880647720874756,-0.5953485042211982,-0.5467084531562535,0.3031363007130732,3.6057017797840727,High,Rare,Active,0
12358,2,248,1168.06,8.27421052631579,13.052631578947368,2,10.0,0.0,Austria,149,1,-0.2951776193616089,-0.1863250846986474,-0.0980197032565891,0.1111742206125039,-0.0266167930956462,-0.3796481692240417,-1.343026798649016,-0.4723229046968686,0.1405150517922545,-0.9053403195403356,-0.088422195522985,-0.3086378052071883,-1.2298060417807892,Medium,Regular,Fresh,0
12359,4,1609,6310.03,8.664530612244898,6.56734693877551,4,12.653061224489797,0.0,Cyprus,274,57,-0.0353398529674004,0.0835519064220394,0.4743154114308227,0.1225833921613742,-0.0320063788962187,0.4153862300488971,0.0454012511291362,-0.4723229046968686,1.0873102060537732,-0.345355104770281,0.9294759801654388,-0.4144334692466956,-0.330842620352806,High,Regular,Active,1
12360,3,1165,2662.06,3.54968992248062,9.031007751937985,3,11.744186046511627,0.0,Austria,148,51,-0.1652587361645046,-0.0044902567356277,0.0682723329363473,-0.0269249139145318,-0.0299589573761518,0.0178690304124276,-0.4302409161920023,-0.4723229046968686,0.1329406905581623,-0.4053535206385011,0.1361990392670009,-0.1324890524137588,-0.6134793807761548,High,Regular,Active,0
12361,1,91,189.9,3.335,9.1,1,13.0,0.0,Belgium,0,286,-0.4250965025587132,-0.217457110860255,-0.2068953512636056,-0.0332003638431833,-0.0299016214747788,-0.7771653688605112,0.2269649191770479,-0.4723229046968686,-0.9880647720874756,1.9445844342001213,-1.6485227857034372,1.2391095559330283,-0.1987044455374253,Low,Rare,Dormant,0
12362,10,2229,5226.23,3.94093984962406,8.3796992481203,8,12.0,0.0,Belgium,292,2,0.7441734462152251,0.2064936657863494,0.3536813359114756,-0.015488562831966,-0.0305002263039987,2.005455028594775,-0.29636565343164,-0.4723229046968686,1.223648708267432,-0.8953405835622991,2.2297574556935977,-1.1482553931646862,-0.6434840188111748,High,Frequent,Fresh,1
12363,2,408,552.0,2.3117391304347827,17.73913043478261,2,12.08695652173913,0.0,Unspecified,132,109,-0.2951776193616089,-0.1545981790562449,-0.166591237270659,-0.0631105816899693,-0.0227220854476038,-0.3796481692240417,-0.2508586471178408,-0.4723229046968686,0.011750910812688,0.1746311660876269,-0.4737514608465512,0.0862538424113025,-0.5129246079473662,Medium,Regular,Dormant,0
12364,4,1506,1313.1,1.910235294117647,17.71764705882353,4,13.43529411764706,0.2588235294117647,Belgium,104,7,-0.0353398529674004,0.0631277109147428,-0.081875796342651,-0.0748466575702758,-0.0227399391740695,0.4153862300488971,0.454767639018477,0.4535502528930853,-0.2003312037418921,-0.8453419036721156,0.2992478369995181,-0.4744467210864247,0.6650671741115508,High,Regular,Fresh,1
12365,2,174,641.38,17.150454545454547,7.909090909090909,1,13.045454545454543,0.0,Cyprus,0,290,-0.2951776193616089,-0.2009987785582586,-0.15664265481087,0.370629458441033,-0.0308913246385194,-0.7771653688605112,0.2507526724774426,-0.4723229046968686,-0.9880647720874756,1.984583378112268,-1.5783621730144088,1.3017484738659326,-0.1877143602407592,Medium,Regular,Dormant,0
12367,1,173,168.9,3.2,15.727272727272728,1,16.0,0.0,Denmark,0,3,-0.4250965025587132,-0.2011970717185237,-0.2092327895233457,-0.0371464537694323,-0.0243940366933521,-0.7771653688605112,1.7969566370031118,-0.4723229046968686,-0.9880647720874756,-0.8853408475842623,-0.9151862404093392,0.0134109921045276,1.053905911508512,Low,Rare,Fresh,0
